year,product,customer_type,price_with_vat,price_no_vat
2023,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógia completa),Canine_Collaborator,15.96,13.19
2024,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógia completa),Canine_Collaborator,16.48,13.62
2019,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógia completa),Member,17.400000000000002,14.38
2019,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógia completa),User,25.6,21.16
2020,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),Member,17.8,14.71
2021,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),Member,17.8,14.71
2022,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),Member,18.7,15.45
2023,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),Member,18.7,15.45
2024,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),Member,19.3,15.95
2020,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),User,26.2,21.65
2021,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),User,26.2,21.65
2022,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),User,27.5,22.73
2023,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),User,27.5,22.73
2024,PEDIGREE PARA PERROS INSCRITOS EN EL RRC (sin genealógica completa),User,28.4,23.47
2018,PEDIGREE SIN TRANSFERENCIA,Canine_Collaborator,20.99,17.35
2019,PEDIGREE SIN TRANSFERENCIA,Canine_Collaborator,21.51,17.78
2020,PEDIGREE SIN TRANSFERENCIA,Canine_Collaborator,21.97,18.16
2021,PEDIGREE SIN TRANSFERENCIA,Canine_Collaborator,21.98,18.16236559139785
2022,PEDIGREE SIN TRANSFERENCIA,Canine_Collaborator,23.07,19.07
2023,PEDIGREE SIN TRANSFERENCIA,Canine_Collaborator,23.07,19.07
2024,PEDIGREE SIN TRANSFERENCIA,Canine_Collaborator,23.76,19.64
2018,PEDIGREE SIN TRANSFERENCIA,Member,26.3,21.74
2019,PEDIGREE SIN TRANSFERENCIA,Member,27.0,22.31
2020,PEDIGREE SIN TRANSFERENCIA,Member,27.6,22.81
2021,PEDIGREE SIN TRANSFERENCIA,Member,27.6,22.81
2022,PEDIGREE SIN TRANSFERENCIA,Member,29.0,23.97
2023,PEDIGREE SIN TRANSFERENCIA,Member,29.0,23.97
2024,PEDIGREE SIN TRANSFERENCIA,Member,29.9,24.71
2018,PEDIGREE SIN TRANSFERENCIA,User,36.3,30.0
2019,PEDIGREE SIN TRANSFERENCIA,User,37.2,30.74
2020,PEDIGREE SIN TRANSFERENCIA,User,38.0,31.4
2021,PEDIGREE SIN TRANSFERENCIA,User,38.0,31.4
2022,PEDIGREE SIN TRANSFERENCIA,User,39.9,32.98
2023,PEDIGREE SIN TRANSFERENCIA,User,39.9,32.98
2024,PEDIGREE SIN TRANSFERENCIA,User,41.1,33.97
2018,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES  (SI CONSTAN EN EL L.O.E.),Canine_Collaborator,22.23,18.37
2020,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES  (SI CONSTAN EN EL L.O.E.),Canine_Collaborator,23.24,19.21
2022,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES  (SI CONSTAN EN EL L.O.E.),Canine_Collaborator,24.43,20.19
2023,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES  (SI CONSTAN EN EL L.O.E.),Canine_Collaborator,24.43,20.19
2024,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES  (SI CONSTAN EN EL L.O.E.),Canine_Collaborator,25.18,20.81
2019,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES  (si consta en el  L.O.E.),Canine_Collaborator,22.76,18.81
2019,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (Si la genealogía consta en la base de datos del LOE),Member,30.700000000000003,25.37
2019,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (Si la genealogía consta en la base de datos del LOE),User,42.3,34.96
2021,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del L.O.E.),Canine_Collaborator,23.24,19.210212765957447
2018,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del L.O.E.),Member,30.0,24.79
2018,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del L.O.E.),User,41.3,34.13
2020,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),Member,31.4,25.95
2021,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),Member,31.4,25.95
2022,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),Member,33.0,27.27
2023,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),Member,33.0,27.27
2024,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),Member,34.0,28.1
2020,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),User,43.2,35.7
2021,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),User,43.2,35.7
2022,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),User,45.4,37.52
2023,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),User,45.4,37.52
2024,PEDIGREE SIN TRANSFERENCIA CUATRO GENERACIONES (si la genealogía consta en la base de datos del LOE),User,46.8,38.68
2026,PEDIGREE_RSCE ACCESS LBO CON TRANSFERENCIA,Canine_Collaborator,27.95,23.1
2026,PEDIGREE_RSCE ACCESS LBO CON TRANSFERENCIA,Member,32.0,26.45
2026,PEDIGREE_RSCE ACCESS LBO CON TRANSFERENCIA,User,43.0,35.54
2026,PEDIGREE_RSCE ACCESS LBO SIN TRANSFERENCIA,Canine_Collaborator,24.7,20.41
2026,PEDIGREE_RSCE ACCESS LBO SIN TRANSFERENCIA,Member,27.0,22.31
2026,PEDIGREE_RSCE ACCESS LBO SIN TRANSFERENCIA,User,38.0,31.4
2026,PEDIGREE_RSCE ACCESS RBR CON TRANSFERENCIA,Canine_Collaborator,17.34,14.33
2026,PEDIGREE_RSCE ACCESS RBR CON TRANSFERENCIA,Member,23.0,19.01
2026,PEDIGREE_RSCE ACCESS RBR CON TRANSFERENCIA,User,35.0,28.93
2025,PEDIGREE_RSCE ACCESS RBR CON TRANSFERENCIA EN PAPEL,Canine_Collaborator,16.25,13.43
2025,PEDIGREE_RSCE ACCESS RBR CON TRANSFERENCIA EN PAPEL,Member,20.0,16.53
2025,PEDIGREE_RSCE ACCESS RBR CON TRANSFERENCIA EN PAPEL,User,30.0,24.79
2026,PEDIGREE_RSCE ACCESS RBR SIN TRANSFERENCIA,Canine_Collaborator,15.72,12.99
2026,PEDIGREE_RSCE ACCESS RBR SIN TRANSFERENCIA,Member,18.0,14.88
2026,PEDIGREE_RSCE ACCESS RBR SIN TRANSFERENCIA,User,29.0,23.97
2025,PEDIGREE_RSCE ACCESS SIN TRANSFERENCIA EN PAPEL,Canine_Collaborator,22.75,18.8
2025,PEDIGREE_RSCE ACCESS SIN TRANSFERENCIA EN PAPEL,Member,25.0,20.66
2025,PEDIGREE_RSCE ACCESS SIN TRANSFERENCIA EN PAPEL,User,35.0,28.93
2025,PEDIGREE_RSCE ACCESS TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,Canine_Collaborator,26.0,21.49
2025,PEDIGREE_RSCE ACCESS TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,Member,30.0,24.79
2025,PEDIGREE_RSCE ACCESS TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,User,40.0,33.06
2026,PEDIGREE_RSCE DE EXPORTACION 3 GENERACIONES,Canine_Collaborator,43.15,35.66
2026,PEDIGREE_RSCE DE EXPORTACION 4 GENERACIONES,Canine_Collaborator,46.84,38.71
2025,PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,Canine_Collaborator,29.44,24.33
2025,PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,Member,73.7,60.91
2026,PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,Member,78.0,64.46
2025,PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,User,73.7,60.91
2026,PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,User,,
2025,PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,Canine_Collaborator,40.78,33.7
2025,PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,Member,67.1,55.45
2026,PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,Member,71.0,58.68
2025,PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,User,67.1,55.45
2026,PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,User,,
2026,PEDIGREE_RSCE PLUS CUATRO GENERACIONES CON TRANSFERENCIA,Canine_Collaborator,48.1,39.75
2026,PEDIGREE_RSCE PLUS CUATRO GENERACIONES CON TRANSFERENCIA,Member,63.0,52.07
2026,PEDIGREE_RSCE PLUS CUATRO GENERACIONES CON TRANSFERENCIA,User,74.0,61.16
2025,PEDIGREE_RSCE PLUS CUATRO GENERACIONES CON TRANSFERENCIA EN PAPEL,Canine_Collaborator,45.5,37.6
2025,PEDIGREE_RSCE PLUS CUATRO GENERACIONES CON TRANSFERENCIA EN PAPEL,Member,60.0,49.59
2025,PEDIGREE_RSCE PLUS CUATRO GENERACIONES CON TRANSFERENCIA EN PAPEL,User,70.0,57.85
2025,PEDIGREE_RSCE PLUS CUATRO GENERACIONES SIN TRANSFERENCIA EN PAPEL,Canine_Collaborator,22.75,18.8
2025,PEDIGREE_RSCE PLUS CUATRO GENERACIONES SIN TRANSFERENCIA EN PAPEL,Member,26.0,21.49
2025,PEDIGREE_RSCE PLUS CUATRO GENERACIONES SIN TRANSFERENCIA EN PAPEL,User,35.0,28.93
2025,PEDIGREE_RSCE PLUS RRC (sin genealógica completa) SIN TRANSFERENCIA EN PAPEL,Canine_Collaborator,16.25,13.43
2025,PEDIGREE_RSCE PLUS RRC (sin genealógica completa) SIN TRANSFERENCIA EN PAPEL,Member,19.0,15.7
2025,PEDIGREE_RSCE PLUS RRC (sin genealógica completa) SIN TRANSFERENCIA EN PAPEL,User,25.0,20.66
2026,PEDIGREE_RSCE PLUS RRC CON TRANSFERENCIA,Member,50.0,41.32
2026,PEDIGREE_RSCE PLUS RRC CON TRANSFERENCIA,User,60.0,49.59
2026,PEDIGREE_RSCE PLUS TRES GENERACIONES CON TRANSFERENCIA,Canine_Collaborator,41.6,34.38
2026,PEDIGREE_RSCE PLUS TRES GENERACIONES CON TRANSFERENCIA,Member,53.0,43.8
2026,PEDIGREE_RSCE PLUS TRES GENERACIONES CON TRANSFERENCIA,User,64.0,52.89
2025,PEDIGREE_RSCE PLUS TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,Canine_Collaborator,39.0,32.23
2025,PEDIGREE_RSCE PLUS TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,Member,50.0,41.32
2025,PEDIGREE_RSCE PLUS TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,User,60.0,49.59
2025,PEDIGREE_RSCE PLUS TRES GENERACIONES SIN TRANSFERENCIA EN PAPEL,Canine_Collaborator,19.51,16.12
2025,PEDIGREE_RSCE PLUS TRES GENERACIONES SIN TRANSFERENCIA EN PAPEL,Member,22.0,18.18
2025,PEDIGREE_RSCE PLUS TRES GENERACIONES SIN TRANSFERENCIA EN PAPEL,User,30.0,24.79
2026,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES CON TRANSFERENCIA,Canine_Collaborator,35.8,29.59
2026,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES CON TRANSFERENCIA,Member,42.0,34.71
2026,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES CON TRANSFERENCIA,User,62.0,51.24
2025,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES CON TRANSFERENCIA EN PAPEL,Canine_Collaborator,33.43,27.63
2025,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES CON TRANSFERENCIA EN PAPEL,Member,39.3,32.48
2025,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES CON TRANSFERENCIA EN PAPEL,User,57.9,47.85
2026,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES SIN TRANSFERENCIA,Canine_Collaborator,28.44,23.5
2026,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES SIN TRANSFERENCIA,Member,37.0,30.58
2026,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES SIN TRANSFERENCIA,User,48.0,39.67
2025,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES SIN TRANSFERENCIA EN PAPEL,Canine_Collaborator,29.25,24.17
2025,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES SIN TRANSFERENCIA EN PAPEL,Member,35.0,28.93
2025,PEDIGREE_RSCE PREMIUM CUATRO GENERACIONES SIN TRANSFERENCIA EN PAPEL,User,45.0,37.19
2026,PEDIGREE_RSCE PREMIUM RRC (sin genealógica completa) CON TRANSFERENCIA,Member,29.0,23.97
2026,PEDIGREE_RSCE PREMIUM RRC (sin genealógica completa) CON TRANSFERENCIA,User,44.0,36.36
2025,PEDIGREE_RSCE PREMIUM RRC (sin genealógica completa) CON TRANSFERENCIA EN PAPEL,Member,20.3,16.78
2025,PEDIGREE_RSCE PREMIUM RRC (sin genealógica completa) CON TRANSFERENCIA EN PAPEL,User,29.8,24.63
2026,PEDIGREE_RSCE PREMIUM RRC (sin genealógica completa) SIN TRANSFERENCIA,Member,24.0,19.83
2026,PEDIGREE_RSCE PREMIUM RRC (sin genealógica completa) SIN TRANSFERENCIA,User,39.0,32.23
2026,PEDIGREE_RSCE PREMIUM TRES GENERACIONES CON TRANSFERENCIA,Canine_Collaborator,31.9,26.36
2026,PEDIGREE_RSCE PREMIUM TRES GENERACIONES CON TRANSFERENCIA,Canine_Collaborator,19.14,15.82
2026,PEDIGREE_RSCE PREMIUM TRES GENERACIONES CON TRANSFERENCIA,Member,37.0,30.58
2026,PEDIGREE_RSCE PREMIUM TRES GENERACIONES CON TRANSFERENCIA,User,55.0,45.45
2025,PEDIGREE_RSCE PREMIUM TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,Canine_Collaborator,29.75,24.59
2025,PEDIGREE_RSCE PREMIUM TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,Canine_Collaborator,17.29,14.29
2025,PEDIGREE_RSCE PREMIUM TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,Member,34.8,28.76
2025,PEDIGREE_RSCE PREMIUM TRES GENERACIONES CON TRANSFERENCIA EN PAPEL,User,51.3,42.4
2025,PEDIGREE_RSCE PREMIUM TRES GENERACIONES SIN TRANSFERENCIA EN PAPEL,Canine_Collaborator,26.0,21.49
2025,PEDIGREE_RSCE PREMIUM TRES GENERACIONES SIN TRANSFERENCIA EN PAPEL,Member,30.0,24.79
2025,PEDIGREE_RSCE PREMIUM TRES GENERACIONES SIN TRANSFERENCIA EN PAPEL,User,40.0,33.06
2026,PEDIGREE_RSCE PREMIUN 3 GENERACIONES SIN TRANSFERENCIA,Canine_Collaborator,25.41,21.0
2023,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),Member,4.8,3.97
2023,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),Member,4.8,3.97
2024,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),Member,4.9,4.05
2024,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),Member,4.9,4.05
2025,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),Member,5.3,4.38
2025,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),Member,5.3,4.38
2026,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),Member,8.0,6.61
2026,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),Member,8.0,6.61
2023,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),User,4.8,3.97
2023,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),User,4.8,3.97
2024,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),User,4.9,4.05
2024,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),User,4.9,4.05
2025,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),User,5.3,4.38
2025,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),User,5.3,4.38
2026,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),User,,
2026,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por guía),User,,
2023,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por propietario),Member,4.8,3.97
2024,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por propietario),Member,4.9,4.05
2025,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por propietario),Member,5.3,4.38
2026,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por propietario),Member,8.0,6.61
2023,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por propietario),User,4.8,3.97
2024,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por propietario),User,4.9,4.05
2025,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por propietario),User,5.3,4.38
2026,PLUS ENVÍO CARTILLA POR MENSAJERÍA (hasta un máximo de 10 cartillas por propietario),User,,
2018,"PLUS POR TRAMITACIÓN URGENTE DE CAMADAS, PEDIGREES Y PEDIGREES DE EXPORTACIÓN",Canine_Collaborator,49.23,40.69
2018,"PLUS POR TRAMITACIÓN URGENTE DE CAMADAS, PEDIGREES Y PEDIGREES DE EXPORTACIÓN",Member,51.0,42.15
2018,"PLUS POR TRAMITACIÓN URGENTE DE CAMADAS, PEDIGREES Y PEDIGREES DE EXPORTACIÓN",User,54.5,45.04
2021,POR CADA ANOTACIÓN DE INFORME ADN O INFORME DE DISPLASIA EN BASE DE DATOS,Member,6.0,4.96
2021,POR CADA ANOTACIÓN DE INFORME ADN O INFORME DE DISPLASIA EN BASE DE DATOS,User,8.0,6.61
2022,"POR CADA ANOTACIÓN EN BASE DE DATOS DE PRUEBA GENÉTICA, INFORME DE ADN O INFORME DE DISPLASIA",Member,6.3,5.21
2022,"POR CADA ANOTACIÓN EN BASE DE DATOS DE PRUEBA GENÉTICA, INFORME DE ADN O INFORME DE DISPLASIA",User,8.4,6.94
2018,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,0.5,0.41
2019,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,0.5,0.41
2020,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,0.75,0.62
2021,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,0.75,0.62
2022,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,0.79,0.65
2023,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,0.79,0.65
2024,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,1.0,0.83
2025,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,1.1,0.91
2026,POR PERRO INSCRITO EN CADA PRUEBA CON CAC / CACT,Canine_Collaborator,1.21,1.0
2023,"PRUEBA ADN / PRUEBAS PATERNIDAD, CON ANOTACIÓN EN BASE DE DATOS, ACOGIÉNDOSE AL CONVENIO RSCE – HISPALAB (por perro)",Member,34.7,28.68
2023,"PRUEBA ADN / PRUEBAS PATERNIDAD, CON ANOTACIÓN EN BASE DE DATOS, ACOGIÉNDOSE AL CONVENIO RSCE – HISPALAB (por perro)",User,42.0,34.71
2024,"PRUEBA ADN/PATERNIDAD Y ANOTACIÓN EN BASE DE DATOS, SEGÚN CONVENIO RSCE – HISPALAB (por perro)",Member,35.8,29.59
2024,"PRUEBA ADN/PATERNIDAD Y ANOTACIÓN EN BASE DE DATOS, SEGÚN CONVENIO RSCE – HISPALAB (por perro)",User,43.3,35.79
2024,PRUEBA ADN/PATERNIDAD Y ANOTACIÓN EN BASE DE DATOS-CONVENIO RSCE – HISPALAB (por perro) RAZAS ESPAÑOLAS VULNERABLES,Member,25.0,20.66
2024,PRUEBA ADN/PATERNIDAD Y ANOTACIÓN EN BASE DE DATOS-CONVENIO RSCE – HISPALAB (por perro) RAZAS ESPAÑOLAS VULNERABLES,User,30.0,24.79
2019,RECARGO 100% (más de 6 meses y menos de 9 meses)  Reglamento L.O.E.,Canine_Collaborator,10.19,8.42
2018,RECARGO 100% (más de 6 meses y menos de 9) Art. 6.)13 Reglamento L.O.E.,Canine_Collaborator,9.96,8.23
2020,RECARGO 100% (más de 6 meses y menos de 9) Art. 6.)13 Reglamento L.O.E.,Canine_Collaborator,10.42,8.61
2022,RECARGO 100% (más de 6 meses y menos de 9) Art. 6.)13 Reglamento L.O.E.,Canine_Collaborator,10.9,9.01
2023,RECARGO 100% (más de 6 meses y menos de 9) Art. 6.)13 Reglamento L.O.E.,Canine_Collaborator,10.9,9.01
2024,RECARGO 100% (más de 6 meses y menos de 9) Art. 6.)13 Reglamento L.O.E.,Canine_Collaborator,11.25,9.3
2019,RECARGO 100% EN INSCRIPCION CACHORRO (más de 6 meses y menos de 9 meses de edad) Reglamento LOE),Member,14.6,12.07
2019,RECARGO 100% EN INSCRIPCION CACHORRO (más de 6 meses y menos de 9 meses de edad) Reglamento LOE),User,17.6,14.55
2020,RECARGO 100% EN INSCRIPCIÓN CACHORRO (más de 6 meses y menos de 9 meses de edad),Member,14.9,12.31
2020,RECARGO 100% EN INSCRIPCIÓN CACHORRO (más de 6 meses y menos de 9 meses de edad),User,18.0,14.88
2021,RECARGO 100% EN INSCRIPCIÓN CACHORRO (más de 6 meses y menos de 9 meses de edad) Art. 6.13 Reglamento L.O.E.,Canine_Collaborator,10.42,8.611363636363635
2018,RECARGO 100% EN INSCRIPCIÓN CACHORRO (más de 6 meses y menos de 9 meses de edad) Art. 6.13 Reglamento L.O.E.,Member,14.2,11.74
2018,RECARGO 100% EN INSCRIPCIÓN CACHORRO (más de 6 meses y menos de 9 meses de edad) Art. 6.13 Reglamento L.O.E.,User,17.2,14.21
2019,"RECARGO 200% (más de 9 meses, menos de 12 meses) Reglamento L.O.E.",Canine_Collaborator,20.35,16.82
2018,"RECARGO 200% (más de 9 meses, menos de 12) Art. 6.)13 Reglamento L.O.E.",Canine_Collaborator,19.89,16.44
2020,"RECARGO 200% (más de 9 meses, menos de 12) Art. 6.)13 Reglamento L.O.E.",Canine_Collaborator,20.81,17.2
2022,"RECARGO 200% (más de 9 meses, menos de 12) Art. 6.)13 Reglamento L.O.E.",Canine_Collaborator,21.85,18.06
2023,"RECARGO 200% (más de 9 meses, menos de 12) Art. 6.)13 Reglamento L.O.E.",Canine_Collaborator,21.85,18.06
2024,"RECARGO 200% (más de 9 meses, menos de 12) Art. 6.)13 Reglamento L.O.E.",Canine_Collaborator,22.49,18.59
2019,RECARGO 200% EN INSCRIPCION CACHORRO (más de 9 meses y menos de 12 meses de edad)  Reglamento LOE),Member,29.2,24.13
2019,RECARGO 200% EN INSCRIPCION CACHORRO (más de 9 meses y menos de 12 meses de edad)  Reglamento LOE),User,35.2,29.09
2020,RECARGO 200% EN INSCRIPCIÓN CACHORRO (más de 9 meses y menos de 12 meses de edad),Member,29.8,24.63
2020,RECARGO 200% EN INSCRIPCIÓN CACHORRO (más de 9 meses y menos de 12 meses de edad),User,36.0,29.75
2021,RECARGO 200% EN INSCRIPCIÓN CACHORRO (más de 9 meses y menos de 12 meses de edad) Art. 6.13 Reglamento L.O.E.,Canine_Collaborator,20.81,17.202272727272724
2018,RECARGO 200% EN INSCRIPCIÓN CACHORRO (más de 9 meses y menos de 12 meses de edad) Art. 6.13 Reglamento L.O.E.,Member,28.3,23.39
2018,RECARGO 200% EN INSCRIPCIÓN CACHORRO (más de 9 meses y menos de 12 meses de edad) Art. 6.13 Reglamento L.O.E.,User,34.4,28.43
2019,RECARGO 300% EN INSCRIPCION CACHORRO (más de 12 meses y menos de 18 meses de edad) Reglamento LOE),Member,43.8,36.2
2019,RECARGO 300% EN INSCRIPCION CACHORRO (más de 12 meses y menos de 18 meses de edad) Reglamento LOE),User,52.8,43.64
2020,RECARGO 300% EN INSCRIPCIÓN CACHORRO (más de 12 meses y menos de 18 meses de edad),Member,44.7,36.94
2020,RECARGO 300% EN INSCRIPCIÓN CACHORRO (más de 12 meses y menos de 18 meses de edad),User,53.9,44.55
2021,RECARGO 300% EN INSCRIPCIÓN CACHORRO (más de 12 meses y menos de 18 meses de edad) Art. 6.13 Reglamento L.O.E.,Canine_Collaborator,31.18,25.765833333333333
2018,RECARGO 300% EN INSCRIPCIÓN CACHORRO (más de 12 meses y menos de 18 meses de edad) Art. 6.13 Reglamento L.O.E.,Member,42.5,35.12
2018,RECARGO 300% EN INSCRIPCIÓN CACHORRO (más de 12 meses y menos de 18 meses de edad) Art. 6.13 Reglamento L.O.E.,User,51.6,42.64
2026,RECARGO POR INSCRIPCIÓN DE CACHORRO ACCESS LBO/ RBR con más de 6 meses y menos de 9 meses de edad,Member,12.0,9.92
2026,RECARGO POR INSCRIPCIÓN DE CACHORRO ACCESS LBO/ RBR con más de 6 meses y menos de 9 meses de edad,User,17.0,14.05
2025,RECARGO POR INSCRIPCIÓN DE CACHORRO ACCESS LBO/RBR con más de 12 meses y menos de 18 meses de edad,Member,33.0,27.27
2026,RECARGO POR INSCRIPCIÓN DE CACHORRO ACCESS LBO/RBR con más de 12 meses y menos de 18 meses de edad,Member,36.0,29.75
2025,RECARGO POR INSCRIPCIÓN DE CACHORRO ACCESS LBO/RBR con más de 12 meses y menos de 18 meses de edad,User,45.0,37.19
2026,RECARGO POR INSCRIPCIÓN DE CACHORRO ACCESS LBO/RBR con más de 12 meses y menos de 18 meses de edad,User,51.0,42.15
2025,RECARGO POR INSCRIPCIÓN DE CACHORRO ACCESS LBO/RBR con más de 6 meses y menos de 9 meses de edad,Member,11.0,9.09
2025,RECARGO POR INSCRIPCIÓN DE CACHORRO ACCESS LBO/RBR con más de 6 meses y menos de 9 meses de edad,User,15.0,12.4
