year,product,customer_type,price_with_vat,price_no_vat
2024,DUPLICADO EXPORT PEDIGREE CUATRO GENERACIONES,Member,63.1,52.15
2018,DUPLICADO EXPORT PEDIGREE CUATRO GENERACIONES,User,55.8,46.12
2019,DUPLICADO EXPORT PEDIGREE CUATRO GENERACIONES,User,,
2020,DUPLICADO EXPORT PEDIGREE CUATRO GENERACIONES,User,58.3,48.18
2021,DUPLICADO EXPORT PEDIGREE CUATRO GENERACIONES,User,58.3,48.18
2022,DUPLICADO EXPORT PEDIGREE CUATRO GENERACIONES,User,61.2,50.58
2023,DUPLICADO EXPORT PEDIGREE CUATRO GENERACIONES,User,61.2,50.58
2024,DUPLICADO EXPORT PEDIGREE CUATRO GENERACIONES,User,63.1,52.15
2018,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Canine_Collaborator,34.28,28.33
2019,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Canine_Collaborator,35.09,29.0
2020,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Canine_Collaborator,35.83,29.61
2021,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Canine_Collaborator,35.82,29.599624060150383
2022,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Canine_Collaborator,37.64,31.11
2023,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Canine_Collaborator,37.64,31.11
2024,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Canine_Collaborator,38.79,32.06
2018,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Member,50.9,42.07
2019,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Member,52.1,43.06
2020,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Member,53.2,43.97
2021,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Member,53.2,43.97
2022,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Member,55.9,46.2
2023,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Member,55.9,46.2
2024,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,Member,57.6,47.6
2018,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,User,50.9,42.07
2019,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,User,,
2020,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,User,53.2,43.97
2021,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,User,53.2,43.97
2022,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,User,55.9,46.2
2023,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,User,55.9,46.2
2024,DUPLICADO EXPORT PEDIGREE TRES GENERACIONES,User,57.6,47.6
2018,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,5.8,4.79
2019,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,6.0,4.96
2020,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,6.21,5.13
2021,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,6.2,5.125333333333334
2022,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,6.51,5.38
2023,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,6.51,5.38
2024,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,6.72,5.55
2025,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,7.02,5.8
2026,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Canine_Collaborator,8.47,7.0
2018,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,4.3,3.55
2019,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,4.4,3.64
2020,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,4.5,3.72
2021,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,4.5,3.72
2022,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,4.7,3.88
2023,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,4.7,3.88
2024,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,4.8,3.97
2025,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,5.0,4.13
2026,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,Member,10.0,8.26
2018,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,5.8,4.79
2019,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,6.0,4.96
2020,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,6.2,5.12
2021,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,6.2,5.12
2022,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,6.5,5.37
2023,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,6.5,5.37
2024,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,6.7,5.54
2025,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,7.0,5.79
2026,DUPLICADO JUSTIFICANTE DE INSCRIPCIÓN,User,15.0,12.4
2026,DUPLICADO PEDIGREE_RSCE,Canine_Collaborator,17.54,14.5
2026,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN 3 GENERACIONES,Canine_Collaborator,43.81,36.21
2026,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN 4 GENERACIONES,Canine_Collaborator,46.73,38.62
2025,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,Canine_Collaborator,44.26,36.58
2025,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,Member,66.3,54.79
2026,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,Member,70.0,57.85
2025,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,User,66.3,54.79
2026,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN CUATRO GENERACIONES EN PAPEL,User,,
2025,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,Canine_Collaborator,40.78,33.7
2025,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,Member,60.5,50.0
2026,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,Member,65.0,53.72
2025,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,User,60.5,50.0
2026,DUPLICADO PEDIGREE_RSCE DE EXPORTACIÓN TRES GENERACIONES EN PAPEL,User,,
2025,DUPLICADO PEDIGREE_RSCE EN PAPEL,Canine_Collaborator,29.63,24.49
2025,DUPLICADO PEDIGREE_RSCE EN PAPEL,Member,30.0,24.79
2026,DUPLICADO PEDIGREE_RSCE EN PAPEL,Member,20.0,16.53
2025,DUPLICADO PEDIGREE_RSCE EN PAPEL,User,40.0,33.06
2026,DUPLICADO PEDIGREE_RSCE EN PAPEL,User,27.0,22.31
2026,EDIGREE_RSCE PREMIUM TRES GENERACIONES SIN TRANSFERENCIA,Member,32.0,26.45
2026,EDIGREE_RSCE PREMIUM TRES GENERACIONES SIN TRANSFERENCIA,User,43.0,35.54
2018,"EXCEPCION, RECARGO 300% (más de 12 meses y menos de 18)  Art, 5.k) Reglamento L.O.E.",Canine_Collaborator,29.85,24.67
2020,"EXCEPCION, RECARGO 300% (más de 12 meses y menos de 18)  Art, 5.k) Reglamento L.O.E.",Canine_Collaborator,31.18,25.77
2022,"EXCEPCION, RECARGO 300% (más de 12 meses y menos de 18)  Art, 5.k) Reglamento L.O.E.",Canine_Collaborator,32.74,27.06
2023,"EXCEPCION, RECARGO 300% (más de 12 meses y menos de 18)  Art, 5.k) Reglamento L.O.E.",Canine_Collaborator,32.74,27.06
2024,"EXCEPCION, RECARGO 300% (más de 12 meses y menos de 18)  Art, 5.k) Reglamento L.O.E.",Canine_Collaborator,33.75,27.89
2019,EXCEPCION: RECARGO 300% (más de 12 meses y menos de 18 meses)  Reglamento L.O.E.,Canine_Collaborator,30.54,25.24
2021,EXPEDICIÓN DE INFORMES (precio por folio impreso),Member,11.1,9.17
2022,EXPEDICIÓN DE INFORMES (precio por folio impreso),Member,11.7,9.67
2023,EXPEDICIÓN DE INFORMES (precio por folio impreso),Member,11.7,9.67
2024,EXPEDICIÓN DE INFORMES (precio por folio impreso),Member,12.1,10.0
2025,EXPEDICIÓN DE INFORMES (precio por folio impreso),Member,12.7,10.5
2026,EXPEDICIÓN DE INFORMES (precio por folio impreso),Member,0.0,0.0
2021,EXPEDICIÓN DE INFORMES (precio por folio impreso),User,11.1,9.17
2022,EXPEDICIÓN DE INFORMES (precio por folio impreso),User,11.7,9.67
2023,EXPEDICIÓN DE INFORMES (precio por folio impreso),User,11.7,9.67
2024,EXPEDICIÓN DE INFORMES (precio por folio impreso),User,12.1,10.0
2025,EXPEDICIÓN DE INFORMES (precio por folio impreso),User,12.7,10.5
2026,EXPEDICIÓN DE INFORMES (precio por folio impreso),User,13.0,10.74
2018,EXPEDICIÓN TITULOS DE CAMPEONES,Member,5.1,4.21
2019,EXPEDICIÓN TITULOS DE CAMPEONES,Member,5.3,4.38
2020,EXPEDICIÓN TITULOS DE CAMPEONES,Member,5.5,4.55
2018,EXPEDICIÓN TITULOS DE CAMPEONES,User,5.3,4.38
2019,EXPEDICIÓN TITULOS DE CAMPEONES,User,5.5,4.55
2020,EXPEDICIÓN TITULOS DE CAMPEONES,User,5.7,4.71
2020,EXPEDICIÓN TITULOS LATIN CHAMPION,Member,15.0,12.4
2020,EXPEDICIÓN TITULOS LATIN CHAMPION,User,20.0,16.53
2021,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",Member,15.0,12.4
2022,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",Member,15.8,13.06
2023,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",Member,15.8,13.06
2024,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",Member,16.3,13.47
2025,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",Member,17.1,14.13
2021,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",User,20.0,16.53
2022,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",User,21.0,17.36
2023,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",User,21.0,17.36
2024,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",User,21.7,17.93
2025,"EXPEDICIÓN TÍTULOS ""LATIN CHAMPION""",User,22.8,18.84
2021,EXPEDICIÓN TÍTULOS DE CAMPEONES,Member,5.5,4.55
2022,EXPEDICIÓN TÍTULOS DE CAMPEONES,Member,5.8,4.79
2023,EXPEDICIÓN TÍTULOS DE CAMPEONES,Member,5.8,4.79
2024,EXPEDICIÓN TÍTULOS DE CAMPEONES,Member,6.0,4.96
2025,EXPEDICIÓN TÍTULOS DE CAMPEONES,Member,6.3,5.21
2026,EXPEDICIÓN TÍTULOS DE CAMPEONES,Member,10.0,8.26
2021,EXPEDICIÓN TÍTULOS DE CAMPEONES,User,5.7,4.71
2022,EXPEDICIÓN TÍTULOS DE CAMPEONES,User,6.0,4.96
2023,EXPEDICIÓN TÍTULOS DE CAMPEONES,User,6.0,4.96
2024,EXPEDICIÓN TÍTULOS DE CAMPEONES,User,6.2,5.12
2025,EXPEDICIÓN TÍTULOS DE CAMPEONES,User,6.5,5.37
2026,EXPEDICIÓN TÍTULOS DE CAMPEONES,User,15.0,12.4
2026,EXPEDICIÓN TÍTULOS “LATIN CHAMPION”,Member,17.1,14.13
2026,EXPEDICIÓN TÍTULOS “LATIN CHAMPION”,User,22.8,18.84
2021,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),Canine_Collaborator,2.32,1.9145238095238093
2019,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),Member,2.6,2.15
2020,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),Member,2.7,2.23
2021,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),Member,2.7,2.23
2022,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),Member,2.8,2.31
2023,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),Member,2.8,2.31
2024,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),Member,2.9,2.4
2025,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),Member,3.0,2.48
2019,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),User,4.199999999999999,3.47
2020,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),User,4.3,3.55
2021,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),User,4.3,3.55
2022,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),User,4.5,3.72
2023,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),User,4.5,3.72
2024,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),User,4.6,3.8
2025,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento),User,4.8,3.97
2018,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) EN ORIGEN,Canine_Collaborator,2.21,1.83
2019,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) EN ORIGEN,Canine_Collaborator,2.26,1.87
2020,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) EN ORIGEN,Canine_Collaborator,2.31,1.91
2022,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) EN ORIGEN,Canine_Collaborator,2.4,1.98
2023,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) EN ORIGEN,Canine_Collaborator,2.4,1.98
2024,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) EN ORIGEN,Canine_Collaborator,2.4,1.98
2018,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) EN ORIGEN,Member,,
2018,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) EN ORIGEN,User,4.1,3.39
2018,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,Canine_Collaborator,3.06,2.53
2019,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,Canine_Collaborator,3.13,2.59
2020,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,Canine_Collaborator,3.21,2.65
2021,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,Canine_Collaborator,3.21,2.6516666666666664
2022,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,Canine_Collaborator,3.33,2.75
2023,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,Canine_Collaborator,3.33,2.75
2024,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,Canine_Collaborator,3.45,2.85
2018,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,Member,2.5,2.07
2018,FORMULARIO IDENTIFICACIÓN (por cachorro al notificar nacimiento) RSCE,User,4.1,3.39
2018,IMPRESO ALTA CAMADA,Member,1.9,1.57
2018,IMPRESO ALTA CAMADA,User,1.9,1.57
2018,IMPRESO ALTA DE CAMADA,Canine_Collaborator,1.21,1.0
2019,IMPRESO ALTA DE CAMADA,Canine_Collaborator,1.27,1.05
2020,IMPRESO ALTA DE CAMADA,Canine_Collaborator,1.33,1.1
2021,IMPRESO ALTA DE CAMADA,Canine_Collaborator,1.33,1.1
2022,IMPRESO ALTA DE CAMADA,Canine_Collaborator,1.39,1.15
2023,IMPRESO ALTA DE CAMADA,Canine_Collaborator,1.39,1.15
2024,IMPRESO ALTA DE CAMADA,Canine_Collaborator,1.45,1.2
2025,IMPRESO ALTA DE CAMADA,Canine_Collaborator,1.51,1.25
2019,IMPRESO ALTA DE CAMADA,Member,2.0,1.65
2020,IMPRESO ALTA DE CAMADA,Member,2.1,1.74
2021,IMPRESO ALTA DE CAMADA,Member,2.1,1.74
2022,IMPRESO ALTA DE CAMADA,Member,2.2,1.82
2023,IMPRESO ALTA DE CAMADA,Member,2.2,1.82
2024,IMPRESO ALTA DE CAMADA,Member,2.3,1.9
2025,IMPRESO ALTA DE CAMADA,Member,2.4,1.98
2026,IMPRESO ALTA DE CAMADA,Member,3.0,2.48
2019,IMPRESO ALTA DE CAMADA,User,,
2020,IMPRESO ALTA DE CAMADA,User,2.1,1.74
2021,IMPRESO ALTA DE CAMADA,User,2.1,1.74
2022,IMPRESO ALTA DE CAMADA,User,2.2,1.82
2023,IMPRESO ALTA DE CAMADA,User,2.2,1.82
2024,IMPRESO ALTA DE CAMADA,User,2.3,1.9
2025,IMPRESO ALTA DE CAMADA,User,2.4,1.98
2026,IMPRESO ALTA DE CAMADA,User,,
2026,IMPRESO ALTA DE CAMADA (GRUPOS ÉTNICOS),Canine_Collaborator,2.15,1.78
2026,IMPRESO ALTA DE CAMADA (PERROS DE RAZA),Canine_Collaborator,2.15,1.78
2018,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,1.6,1.32
2019,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,1.69,1.4
2020,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,1.79,1.48
2021,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,1.79,1.4777777777777776
2022,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,1.89,1.56
2023,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,1.89,1.56
2024,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,1.98,1.64
2025,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,2.08,1.72
2026,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Canine_Collaborator,3.0,2.48
2018,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Member,1.6,1.32
2019,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Member,1.7000000000000002,1.4
2020,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Member,1.8,1.49
2021,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Member,1.8,1.49
2022,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Member,1.9,1.57
2023,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Member,1.9,1.57
2024,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Member,2.0,1.65
2025,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),Member,2.1,1.74
2018,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),User,1.6,1.32
2019,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),User,,
2020,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),User,1.8,1.49
2021,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),User,1.8,1.49
2022,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),User,1.9,1.57
2023,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),User,1.9,1.57
2024,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),User,2.0,1.65
2025,IMPRESO DIPLOMA DE INICIACIÓN (original y 3 copias),User,2.1,1.74
2022,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Canine_Collaborator,1.89,1.56
2023,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Canine_Collaborator,1.89,1.56
2024,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Canine_Collaborator,1.92,1.59
2025,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Canine_Collaborator,2.02,1.67
2026,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Canine_Collaborator,3.0,2.48
2021,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Member,1.8,1.49
2022,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Member,1.9,1.57
2023,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Member,1.9,1.57
2024,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Member,2.0,1.65
2025,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,Member,2.1,1.74
2021,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,User,1.8,1.49
2022,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,User,1.9,1.57
2023,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,User,1.9,1.57
2024,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,User,2.0,1.65
2025,IMPRESO HOJA DE CALIFICACIÓN – PRUEBAS PERRO DE AGUA ESPAÑOL,User,2.1,1.74
2018,IMPRESO PARA PRUEBAS CACT - CACIT,Member,1.1,0.91
2018,IMPRESO PARA PRUEBAS CACT - CACIT,User,1.1,0.91
2018,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,1.1,0.91
2019,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,1.2,0.99
2020,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,1.29,1.07
2021,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,1.29,1.0661538461538462
2022,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,1.39,1.15
2023,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,1.39,1.15
2024,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,1.96,1.62
2025,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,2.08,1.72
2026,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Canine_Collaborator,3.0,2.48
2019,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,Member,1.2000000000000002,0.99
2019,IMPRESO PARA PRUEBAS DE C.A.C.T. - C.A.C.I.T.,User,,
2020,IMPRESO PARA PRUEBAS DE CACT – CACIT,Member,1.3,1.07
2021,IMPRESO PARA PRUEBAS DE CACT – CACIT,Member,1.3,1.07
2022,IMPRESO PARA PRUEBAS DE CACT – CACIT,Member,1.4,1.16
2023,IMPRESO PARA PRUEBAS DE CACT – CACIT,Member,1.4,1.16
2024,IMPRESO PARA PRUEBAS DE CACT – CACIT,Member,2.0,1.65
2025,IMPRESO PARA PRUEBAS DE CACT – CACIT,Member,2.1,1.74
2020,IMPRESO PARA PRUEBAS DE CACT – CACIT,User,1.3,1.07
2021,IMPRESO PARA PRUEBAS DE CACT – CACIT,User,1.3,1.07
2022,IMPRESO PARA PRUEBAS DE CACT – CACIT,User,1.4,1.16
2023,IMPRESO PARA PRUEBAS DE CACT – CACIT,User,1.4,1.16
2024,IMPRESO PARA PRUEBAS DE CACT – CACIT,User,2.0,1.65
2025,IMPRESO PARA PRUEBAS DE CACT – CACIT,User,2.1,1.74
2018,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,1.6,1.32
2019,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,1.69,1.4
2020,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,1.79,1.48
2021,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,1.79,1.4777777777777776
2022,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,1.89,1.56
2023,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,1.89,1.56
2024,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,1.98,1.64
2025,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,2.08,1.72
2026,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Canine_Collaborator,3.0,2.48
2018,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Member,1.6,1.32
2019,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Member,1.7000000000000002,1.4
2020,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Member,1.8,1.49
2021,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Member,1.8,1.49
2022,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Member,1.9,1.57
2023,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Member,1.9,1.57
2024,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Member,2.0,1.65
2025,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),Member,2.1,1.74
2018,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),User,1.6,1.32
2019,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),User,,
2020,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),User,1.8,1.49
2021,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),User,1.8,1.49
2022,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),User,1.9,1.57
2023,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),User,1.9,1.57
2024,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),User,2.0,1.65
2025,IMPRESO PRUEBAS APTITUDES NATURALES (original y 3 copias),User,2.1,1.74
2019,INFORMES SOLICITADOS A LA R.S.C.E. (precio por folio impreso),Member,10.8,8.93
2019,INFORMES SOLICITADOS A LA R.S.C.E. (precio por folio impreso),User,,
2018,INFORMES SOLICITADOS A LA RSCE (precio por folio impreso,Member,10.5,8.68
2018,INFORMES SOLICITADOS A LA RSCE (precio por folio impreso,User,10.5,8.68
2020,INFORMES SOLICITADOS A LA RSCE (precio por folio impreso),Member,11.1,9.17
2020,INFORMES SOLICITADOS A LA RSCE (precio por folio impreso),User,11.1,9.17
2018,INSCRIPCION DE OTROS LIBROS GENEALOGICOS (NO ADMITE PLUS DE URGENCIA),Canine_Collaborator,32.82,27.12
2019,INSCRIPCION DE OTROS LIBROS GENEALOGICOS (NO ADMITE PLUS DE URGENCIA),Canine_Collaborator,33.57,27.74
2020,INSCRIPCION DE OTROS LIBROS GENEALOGICOS (NO ADMITE PLUS DE URGENCIA),Canine_Collaborator,34.27,28.32
2022,INSCRIPCION DE OTROS LIBROS GENEALOGICOS (NO ADMITE PLUS DE URGENCIA),Canine_Collaborator,36.0,29.75
2023,INSCRIPCION DE OTROS LIBROS GENEALOGICOS (NO ADMITE PLUS DE URGENCIA),Canine_Collaborator,24.22,20.02
